idsku;ultimocusto
VIR-6437-ML;26.4
3137;26.4
3149;26.4
VIR-6543-ML;26.39
VIR-5543-ML;26.355
3140;26.33
3141;26.33
3142;26.33
3482;26.33
3485;26.33
5775;26.301666
VIR-2530-ML;26.25
VIR-2530-ML1;26.25
6787;26.243875
3369;26.17
6645;26.083
VIR-2580-ML;26
VIR-3439-ML;26
VIR-5221-ML;26
VIR-5245-ML2;26
VIR-5250-ML;26
VIR-5330-ML;26
4293;25.984
7512;25.953333
7513;25.95333
VIR-1160-ML;25.94137
3377;25.914
VIR-3447-ML1;25.91
2582;25.9
630;25.9
VIR-2438-ML;25.8
VIR-3962-ML;25.8
VIR-4655-ML;25.8
VIR-6687-ML;25.791
1424;25.77625
VIR-1424-ML;25.77625
641;25.754
7766;25.754
VIR-641-ML;25.754
VIR-2633-ML;25.75
3321;25.714506
685;25.706944
7971;25.678235
3936;25.664215
VIR-2289-ML;25.6641
VIR-2380-ML;25.61
VIR-3599-ML;25.55645
VIR-3531-ML;25.55635
7669;25.525
VIR-3594-ML;25.52345
VIR-3597-ML;25.52345
VIR-3602-ML;25.52345
4649;25.518
4322;25.5178
3894;25.5
VIR-7248-ML;25.5
VIR-7933-ML;25.5
7628;25.49
7694;25.49
4637;25.452
642;25.448
VIR-642-ML;25.448
VIR-6514-ML;25.42
1308;25.412
VIR-1701-ML;25.41
1309;25.41
VIR-2964-ML1;25.35
1408;25.341
VIR-1408-ML;25.341
2691;25.26
VIR-6729-ML;25.26
7773;25.248615
7589;25.23
VIR-5619-ML;25.21
VIR-2561-ML;25.2
VIR-2959-ML;25.2
VIR-7501-ML3;25.2
2599;25.19
2088;25.11
VIR-5598-ML;25.05
7515;25.03
VIR-7515-ML;25.03
7514;25.028
VIR-7514-ML;25.028
1720;25
6242;25
VIR-2232-ML;25
VIR-2773-ML1;25
VIR-2906-ML;25
VIR-3643-ML1;25
VIR-4859-ML;25
VIR-7214-ML;25
VIR-7910-ML;24.91266
VIR-865-ML;24.9
564;24.9
VIR-3604-ML;24.80485
VIR-2954-ML;24.6099
VIR-3216-ML;24.6
VIR-653-ML;24.6
7782;24.59
4834;24.58
VIR-5126-ML;24.575
VIR-3393-ML;24.56
VIR-2249-ML;24.5
VIR-2385-ML;24.5
VIR-2405-ML;24.5
VIR-2939-ML1;24.5
VIR-3166-ML;24.5
VIR-6614-ML;24.48
VIR-3598-ML;24.43275
3483;24.42
VIR-2912-ML1;24.396
1306;24.333936
4306;24.3194
VIR-6410-ML;24.268915
7924;24.228571
VIR-1853-ML;24.22
VIR-4205-ML;24.2176
VIR-4776-ML;24.2
VIR-4777-ML;24.2
VIR-5347-ML;24.15
7378;24.144
7409;24.14
702;24.1132
VIR-2260-ML;24.1
VIR-5610-ML;24.085
626;24.067
VIR-4656-ML;24.03
2629;24.0164
VIR-3154-ML;24.00833
VIR-2952-ML;24
VIR-3210-ML;24
VIR-3636-ML;24
VIR-5101-ML;24
VIR-5267-ML;24
VIR-5440-ML;24
VIR-5447-ML;24
VIR-5457-ML;24
VIR-5459-ML;24
VIR-6468-ML;24
VIR-6536-ML;24
VIR-7913-ML;24
VIR-875-ML;24
VIR-4011-ML1;23.994
1305;23.956254
1304;23.953446
1722;23.95
6036;23.947
VIR-7000-ML;23.922
7607;23.9
775;23.89
VIR-949-ML1;23.8875
VIR-1264-ML;23.86
VIR-2519-ML;23.8
7331;23.73
VIR-7330-FULL;23.73
VIR-7331-FULL;23.73
VIR-860-ML1;23.7165
7973;23.70333
VIR-3922-ML;23.7
VIR-5024-ML;23.7
VIR-3162-ML;23.694
VIR-3573-ML;23.67528
VIR-5585-ML;23.56
VIR-6512-ML;23.53
CORP-114;23.52
CORP-115;23.52
VIR-7321-ML;23.52
2718;23.51
7390;23.51
7815;23.5
2577;23.495
7621;23.46333
VIR-1220-ML;23.41
2810;23.4
4135;23.4
6858;23.4
6860;23.4
VIR-5586-ML;23.248
VIR-5596-ML;23.2408
7617;23.236667
VIR-5208-ML;23.232
7833;23.23
7437;23.226
4218;23.22
VIR-6454-ML;23.2
2716;23.18
846;23.1733
VIR-3366-ML;23.17
1589;23.15
VIR-1589-ML;23.15
VIR-2848-ML;23.136
7377;23.126
2467;23.108
VIR-2467-ML;23.108
1608;23.05
7746;23.026667
VIR-2710-ML;23.022
7914;23.01
VIR-5121-ML;23.01
VIR-2493-ML;23
VIR-2522-ML;23
VIR-4544-ML;23
VIR-4856-ML;23
1083;22.991
1913;22.99
VIR-6681-ML;22.965
VIR-1709-ML;22.95
VIR-538-ML;22.9435
5551;22.94
782;22.93
1052;22.9
1302;22.9
7288;22.9
7765;22.896
VIR-2259-ML;22.8858
VIR-987-ML1;22.8
VIR-582-ML;22.8
VIR-855-ML;22.762
4798;22.64592
VIR-5125-ML1;22.61
VIR-3797-ML;22.6
VIR-466-ML2;22.6
3138;22.57
VIR-2568-ML;22.54
VIR-2657-ML;22.5
VIR-4285-ML;22.5
VIR-4378-ML;22.5
VIR-4427-ML;22.5
VIR-7500-ML1;22.5
1084;22.4935
VIR-1084-ML;22.4935
VIR-3063-ML;22.436
7643;22.43
1299;22.403333
VIR-6487-ML;22.4
VIR-6928-ML;22.4
VIR-2656-ML;22.4
VIR-3588-ML;22.4
VIR-6900-ML;22.4
7332;22.39
VIR-4582-ML;22.39
378;22.3278
7162;22.3277
VIR-5441-ML;22.32
VIR-5458-ML;22.32
VIR-4615-ML;22.28
VIR-5620-ML;22.2485
7882;22.243833
VIR-7882-ML;22.243833
3478;22.18
VIR-5354-ML;22.14
7747;22.12
VIR-6673-ML;22.106
7373;22.10333
VIR-DIV6-ML;22.054
7328;22.05
7329;22.05
VIR-7328-FULL;22.05
VIR-7329-FULL;22.05
VIR-6473-ML;22.03
7831;22
VIR-2228-ML;22
VIR-2726-ML;22
VIR-2836-ML;22
VIR-3349-ML;22
VIR-5055-ML;22
7376;21.99
6939;21.97909
VIR-6750-ML;21.9611
VIR-4003-ML;21.952
VIR-2264-ML;21.95
7372;21.9345
VIR-1242-ML;21.93
VIR-3532-ML;21.9055
4823;21.9
7676;21.89
VIR-5053-ML;21.89
VIR-451-ML2;21.85
7780;21.8153
VIR-3538-ML;21.79835
2506;21.79
3317;21.666666
VIR-2217-ML2;21.6
VIR-4451-ML;21.6
VIR-5169-ML;21.6
VIR-6965-ML;21.6
VIR-1643-ML;21.59
VIR-4376-ML;21.56
VIR-3897-ML;21.56
VIR-5691-ML;21.56
VIR-3935-ML;21.5436
VIR-5140-ML;21.516
3316;21.505
VIR-1866-ML;21.5
VIR-2285-ML;21.5
VIR-2532-ML;21.5
8089;21.49888
VIR-1204-ML;21.48
VIR-1204-ML1;21.48
VIR-1204-ML2;21.48
6643;21.4772
3985;21.47666
VIR-3985-ML;21.47666
4311;21.4584
2624;21.45
3459;21.434
7374;21.39
3898;21.38533
VIR-4480-ML;21.375
6441;21.34
3553;21.33349
VIR-3522-MLP;21.3252
7727;21.31
VIR-1005-ML;21.3
VIR-3059-ML;21.28
VIR-4617-ML;21.2768
VIR-2199-ML;21.24
3364;21.1466
7375;21.124
VIR-4944-ML;21.12
VIR-4962-ML;21.12
VIR-5247-ML;21.12
6637;21.085
7764;21.01333
4653;21.013
VIR-6467-ML;21
4199;21
7327;21
7671;21
VIR-3034-ML;21
VIR-4419-ML;21
VIR-5097-ML;21
VIR-5533-ML;21
VIR-6407-ML;21
VIR-6411-ML;21
VIR-6428-ML;21
VIR-7326-FULL;21
VIR-7327-FULL;21
VIR-7841-ML;21
4294;20.996
VIR-4387-ML;20.98
735;20.973
VIR-5608-ML;20.972
1830;20.959666
VIR-3394-ML;20.93
1927;20.9
VIR-6976-ML;20.868
1295;20.843528
1757;20.79
7428;20.79
VIR-1238-ML;20.78
6442;20.75
7326;20.75
VIR-7911-ML;20.7
VIR-2203-ML;20.68
VIR-6414-ML;20.68
VIR-5021-ML;20.6625
858;20.6525
6644;20.651818
VIR-4448-ML;20.64
VIR-6483-ML;20.64
VIR-5123-ML1;20.6225
VIR-443-ML1;20.6
VIR-5605-ML;20.597
1410;20.5835
VIR-1410-ML;20.5835
7776;20.52
VIR-2256-ML;20.5
VIR-920-ML;20.5
7395;20.49
VIR-5197-ML1;20.46
VIR-5229-ML;20.46
1288;20.45
859;20.45
VIR-6516-ML;20.436
1652;20.42
3493;20.405
VIR-1163-ML;20.4
VIR-2322-ML;20.4
VIR-2403-ML;20.4
3376;20.361333
VIR-2934-ML;20.3219
VIR-4608-ML;20.3133
1653;20.31
VIR-3241-ML;20.309211
1303;20.27
VIR-5133-ML;20.216
VIR-2331-ML;20.2
VIR-4640-ML;20.2
VIR-6925-ML;20.2
VIR-TRANS-ML;20.2
VIR-6725-ML;20.17585
VIR-4449-ML;20.1755
VIR-7803-ML;20.157
666;20.11
VIR-7904-ML;20.07
7443;20.058
VIR-5621-ML;20.054
2717;20.0489
VIR-5577-ML;20.019
VIR-7016-ML;20.01
3043;20
VIR-1157-ML;20
VIR-134-ML1;20
VIR-212-ML1;20
VIR-214-ML1;20
VIR-2421-ML;20
VIR-2909-ML;20
VIR-7003-ML;20
VIR-7005-ML;20
VIR-7006-ML;20
VIR-7007-ML;20
VIR-7817-ML;20
VIR-843-ML1;20
VIR-849-ML;20
VIR-90-ML1;20
VIR-7498-ML;19.9625
VIR-2227-ML;19.96
VIR-3000-ML;19.95
VIR-578-ML;19.95
VIR-2837-ML;19.94
VIR-2845-ML;19.94
VIR-2846-ML;19.94
VIR-2921-ML;19.94
VIR-5030-ML;19.94
VIR-1161-ML;19.92
7412;19.9
7553;19.9
VIR-2432-ML;19.9
VIR-4620-ML;19.9
7768;19.89
1817;19.851
VIR-1178-ML;19.8
VIR-664-ML;19.8
VIR-7008-ML1;19.8
VIR-7011-ML;19.8
VIR-4939;19.8
7198;19.79
VIR-4399-ML;19.77
1590;19.7525
VIR-6398-ML;19.73884
VIR-6417-ML;19.738
VIR-6433-ML;19.738
VIR-623-ML;19.6775
VIR-6541-ML;19.62
VIR-652-KIT10;19.61519
VIR-652-ML;19.61519
4261;19.608939
VIR-3028-MLP;19.60875
VIR-2291-ML;19.6
VIR-2476-ML;19.6
VIR-2732-ML;19.6
VIR-7940-ML;19.6
VIR-7941-ML;19.6
VIR-7497-ML;19.58015
VIR-7499-ML1;19.58015
VIR-195-ML;19.54
7786;19.522
VIR-6495-ML1;19.51
VIR-6535-ML;19.504
VIR-2908-ML;19.503
2276;19.5
6035;19.5
VIR-1645-ML;19.5
VIR-2655-1;19.5
VIR-2655-ML;19.5
VIR-2675-ML;19.5
VIR-3073-ML;19.5
VIR-3585-ML;19.5
VIR-4005-ML;19.5
VIR-4025-ML;19.5
VIR-4388-ML;19.5
VIR-4841-ML;19.5
VIR-5066-ML;19.5
VIR-5071-ML;19.5
VIR-5105-ML;19.5
VIR-555-KIT10;19.5
VIR-555-ML;19.5
VIR-7823-ML1;19.5
7717;19.49333
7784;19.49333
1704;19.49
3891;19.485
VIR-100-ML;19.47
VIR-102-ML1;19.47
VIR-122-ML1;19.47
VIR-193-ML;19.47
VIR-2480-ML;19.464
6730;19.451
3379;19.45
VIR-2838-ML;19.446
VIR-597-ML1;19.445
VIR-2628-ML;19.44
7705;19.3903
3380;19.380889
VIR-980-ML1;19.379
7755;19.374
7530;19.37
7972;19.364
VIR-5036-ML;19.314
3318;19.29
7718;19.268
VIR-2549-ML;19.24
VIR-3435-ML;19.2
VIR-5461-ML;19.2
VIR-7139-ML;19.2
4292;19.184
VIR-5122-ML;19.175
VIR-5013-ML;19.173
VIR-5080-ML;19.1664
VIR-3412-ML;19.15
VIR-235-ML;19.136
1591;19.12
VIR-2597-ML;19.11
VIR-82-MLP;19.11
VIR-1244-ML;19.095825
7970;19.09575
VIR-2379-ML;19.08
897;19.06
VIR-2694-ML;19.0455
VIR-7951-ML;19.038
VIR-222-ML1;19.028
VIR-2528-ML;19
VIR-2529-ML;19
VIR-2578-ML;19
VIR-2764-ML;19
VIR-2765-ML1;19
VIR-3206-ML;19
VIR-3950-ML;19
VIR-5155-ML;19
VIR-5159-ML;19
VIR-5160-ML;19
VIR-5161-ML;19
VIR-5168-ML;19
VIR-5184-ML;19
VIR-5188-ML;19
VIR-6379-ML;19
VIR-6465-ML;19
VIR-6466-ML;19
VIR-6517-ML1;19
VIR-965-ML1;19
VIR-944-ML2;18.982
3388;18.98
VIR-1246-ML;18.9378
VIR-6418-ML;18.931
VIR-7873-ML;18.915
1935;18.9
563;18.9
7888;18.9
CORP-121;18.9
VIR-1332-ML;18.9
VIR-2350-ML;18.9
VIR-3972-ML;18.9
VIR-3973-ML;18.9
VIR-3973-ML1;18.9
VIR-4541-ML;18.9
VIR-2311-ML;18.892
7427;18.89
VIR-2631-ML1;18.89
VIR-7905-ML;18.875
VIR-5611-ML;18.85
4312;18.84
VIR-513-ML;18.84
7719;18.832065
1719;18.83
VIR-6447-ML;18.818
4266;18.78
VIR-6412-ML;18.760666
VIR-2649-ML;18.75
VIR-4358-ML;18.75
5355;18.69
VIR-3537-ML;18.684
VIR-7246-ML;18.66
VIR-1248-ML;18.63
VIR-5602-ML;18.62
VIR-5204-ML;18.612
VIR-5225-ML;18.612
VIR-1014-ML;18.605675
VIR-3168-ML;18.6
VIR-5423-ML;18.6
VIR-5424-ML;18.6
VIR-5431-ML;18.6
VIR-5433-ML;18.6
VIR-5434-ML;18.6
VIR-6760-ML;18.6
VIR-4434-ML;18.52
VIR-7521-ML;18.513
VIR-448-ML;18.5058
VIR-2362-ML;18.5
VIR-2587-ML;18.5
VIR-2727-ML;18.5
VIR-2763-ML;18.5
VIR-3055-ML;18.5
VIR-4528-ML;18.5
VIR-4716-ML1;18.5
VIR-5072-ML;18.5
VIR-5136-ML;18.5
VIR-5579-ML;18.5
VIR-6752-ML1;18.5
VIR-7165-ML;18.5
2504;18.491886
3895;18.491886
VIR-104-ML1;18.48
VIR-206-ML1;18.48
VIR-242-ML1;18.48
VIR-88-ML;18.48
VIR-3163-ML;18.47814
VIR-7656-ML;18.444
VIR-4386-ML;18.435
6850;18.43
VIR-2279-ML;18.42022
VIR-4862-ML;18.4
VIR-209-ML;18.4
7440;18.389
1272;18.361685
1277;18.361685
1280;18.360001
7661;18.355
3999;18.35
1289;18.335
VIR-4444-ML;18.323
VIR-7800-ML;18.306
VIR-6977-ML;18.292
VIR-5574-ML1;18.272
VIR-2910-ML;18.24
8095;18.222647
VIR-2335-ML;18.20037
VIR-5350-ML;18.2
VIR-617-MLP;18.19256
VIR-3161-ML;18.1896
3107;18.155
3351;18.1405
3983;18.122
3381;18.11
8082;18.104375
7745;18.095
VIR1-426-ML;18.0504
VIR-1313-ML;18.044
VIR-6496-ML;18.032
1222;18.03
VIR-6525-ML1;18.014
VIR-3578-ML;18.0138
2575;18
VIR-1213-ML;18
VIR-2310-ML;18
VIR-2926-ML;18
VIR-3405-ML;18
VIR-3584-ML;18
VIR-4418-ML;18
VIR-4864-ML1;18
VIR-4867-ML;18
VIR-4960-ML;18
VIR-5086-ML;18
VIR-6906-ML;18
VIR-928-ML;18
VIR-932-ML;18
751;17.993
VIR-4607-ML;17.95
VIR-6511-ML;17.94
4314;17.9398
1926;17.9
1931;17.9
2709;17.9
3921;17.9
VIR-5009-ML;17.891
VIR-6554-ML;17.887
7465;17.88425
VIR-7465-ML;17.88425
VIR-3065-ML;17.87
1082;17.85
2866;17.84
4228;17.8398
VIR-2465-ML;17.8
VIR-2560-ML;17.8
7525;17.799306
527;17.79119
4651;17.78
1291;17.7575
1294;17.757333
7722;17.745
VIR-6956-ML;17.73191
4225;17.709
VIR-4647-ML;17.7
VIR-2714-ML;17.6724
2755;17.67
VIR-1700-ML;17.67
VIR-5546-ML;17.6
VIR-5581-ML;17.566
7774;17.502486
6032;17.5
7334;17.5
VIR-2402-ML;17.5
VIR-4657-ML;17.5
VIR-5535-ML;17.5
VIR-7458-ML;17.5
VIR-7679-ML;17.49
VIR-1247-ML;17.4615
VIR-2678-ML;17.444
2824;17.423
VIR-5286-ML;17.412
VIR-3087-ML;17.4
VIR-4982-ML;17.4
4826;17.347
643;17.337666
3551;17.30612
2870;17.3
4308;17.2803
VIR-3395-ML;17.258
VIR-4477-ML;17.25
1257;17.215
VIR-1257-1;17.215
VIR-5560-ML;17.214
1103;17.2121
VIR-1852-ML;17.212
VIR-2945-ML1;17.2
VIR-3945-ML;17.2
VIR-6440-ML;17.2
VIR-7271-ML;17.2
7586;17.186
1650;17.18
774;17.178
6034;17.16
2487;17.12
1258;17.1146
VIR-2471-ML;17.114
4263;17.1007
6031;17.1
VIR-2911-ML;17.1
VIR-3638-ML;17.1
VIR-7040-ML;17.1
VIR-7042-ML;17.1
3243;17.081842
1296;17.0775
742;17.030123
4239;17.020833
VIR-4239-1;17.020833
1831;17.001666
777;17
VIR-1155-ML;17
VIR-1156-ML;17
VIR-1177-ML;17
VIR-2277-ML;17
VIR-2435-ML;17
VIR-2925-ML;17
VIR-3407-ML;17
VIR-473-ML2;17
VIR-954-ML;17
1694;16.97
2485;16.95
VIR-3641-ML1;16.9263
VIR-5242-ML;16.92
VIR-5256-ML;16.92
VIR-5262-ML;16.92
VIR-5300-ML;16.92
VIR-5306-ML1;16.92
VIR-616-ML;16.92
2425;16.9
6033;16.9
VIR-2523-ML;16.9
VIR-3072-ML;16.9
VIR-BORNE2-ML;16.9
2562;16.89
VIR-467-ML2;16.85
VIR-472-ML2;16.85
VIR-5562-ML;16.815
2576;16.81
VIR-5614-ML;16.8024
VIR-1006-ML;16.8
VIR-1180-ML;16.8
VIR-5046-ML;16.8
VIR-915-ML1;16.7831
1297;16.7715
7763;16.718
VIR-6778-ML;16.7097
4273;16.685
VIR-2645-ML;16.669
VIR-179-ML1;16.665
VIR-173-ML;16.65
4784;16.629736
898;16.6146
7493;16.612
VIR-4621-ML;16.61
1300;16.588889
1301;16.588333
VIR-6724-ML;16.57875
VIR-6955-ML;16.533
1718;16.52
1282;16.519167
VIR-1241-ML;16.5025
6443;16.5
KIT-2677-1;16.5
VIR-2677-ML;16.5
VIR-2928-ML;16.5
VIR-3302-ML;16.5
VIR-3523-ML;16.5
VIR-3524-ML;16.5
VIR-3525-ML;16.5
VIR-4455-ML;16.5
VIR-5039-ML;16.5
VIR-5103-ML;16.5
VIR-6896-ML;16.5
VIR-6904-ML;16.5
2661;16.49
VIR-5045-ML;16.46471
2513;16.45
VIR-7030-ML;16.437
VIR-577-ML;16.43
VIR-1164-ML;16.425
3360;16.416667
7633;16.408
VIR-2382-ML;16.4
VIR-5353-ML;16.4
VIR-7032-ML;16.4
VIR-3639-ML;16.3911
7658;16.3833
VIR-569-ML1;16.33275
7602;16.315206
7524;16.305
8000;16.304
4258;16.3
VIR-5584-ML2;16.2975
1053;16.29
VIR-3874-ML;16.28
7816;16.266
VIR-7473-ML;16.24
VIR-5571-ML;16.24
VIR-3404-ML;16.2
VIR-177-ML1;16.17
VIR-614-ML;16.08
VIR-5187-ML;16.074
VIR-5220-ML1;16.0705
7371;16.055
VIR-3966-ML;16.05
4309;16.03
1844;16
3390;16
VIR-2333-ML;16
VIR-2398-ML;16
VIR-2935-ML;16
VIR-2936-ML;16
VIR-3032-ML;16
VIR-3050-ML;16
VIR-3174-ML;16
VIR-4545-ML;16
VIR-4997-ML;16
VIR-5094-ML1;16
VIR-5106-ML;16
7854;15.99
CORP-105;15.99
VIR-504-ML;15.9771
3339;15.97
VIR-3572-ML;15.9551
VIR-1202-ML;15.942
VIR-5589-ML;15.935
2494;15.9
2536;15.9
2546;15.9
VIR-1176-ML;15.9
VIR-1193-ML;15.9
VIR-2450-ML;15.9
VIR-4860-ML;15.9
VIR-5084-ML;15.9
VIR-4598-ML;15.898
7426;15.89
VIR-498-ML;15.8874
1285;15.886087
1283;15.885
VIR-5062-ML1;15.84
VIR-2570-ML;15.84
VIR-POT15-ML;15.84
VIR-5543-ML1;15.813
VIR-7154-ML;15.8015
VIR-6974-ML;15.8006
VIR-2464-ML;15.8
VIR-2985-ML;15.8
VIR-7942-ML;15.8
VIR-937-ML;15.7685
4251;15.76
562;15.75
VIR-1267-ML;15.715
VIR-4456-ML;15.7
VIR-539-ML;15.7
VIR-2368-ML;15.7
VIR-5082-ML1;15.69672
2770;15.6886
VIR-1044-ML;15.68
VIR-1245-ML;15.676
VIR-3089-ML;15.67
VIR-6764-ML;15.663
1316;15.654
2878;15.65
VIR-7039-ML;15.65
VIR-7041-ML;15.65
VIR-7044-ML;15.65
VIR-7049-ML;15.65
845;15.649
VIR-6415-ML;15.62
VIR-1203-ML;15.608
VIR-4454-ML1;15.6
2638;15.6
5340;15.6
561;15.6
7706;15.596
684;15.576
VIR-531-ML;15.5396
VIR-2440-ML;15.5
VIR-2441-ML;15.5
VIR-2475-ML;15.5
VIR-2674-ML;15.5
VIR-4437-ML;15.5
VIR-6610-ML1;15.5
VIR-5346-ML;15.48755
VIR-4858-ML;15.4858
VIR-3542-ML;15.46275
VIR-3545-ML;15.46275
VIR-3164-ML;15.45762
1281;15.431667
1286;15.431667
1287;15.431667
667;15.431667
7741;15.388
VIR-6968-ML;15.387
VIR-2968-ML;15.38
2660;15.375
VIR-5547-ML;15.36
VIR-884-ML;15.3535
VIR-6719-ML;15.348
2682;15.344
VIR-6722-ML1;15.3425
VIR-946-ML;15.341665
VIR-5576-ML;15.3201
1375;15.30777
VIR-2642-ML;15.3
VIR-2689-ML;15.3
VIR-1843-ML;15.3
VIR-2687-ML;15.3
7966;15.29
VIR-2589-ML;15.2803
1273;15.28
6423;15.23588
VIR-7801-ML;15.213
VIR-4415-ML;15.2004
VIR-2284-ML;15.2
VIR-3190-ML;15.2
7394;15.198
VIR-6463-ML;15.186
1347;15.17066
VIR-888-MLP;15.145384
VIR-5565-ML;15.1395
2559;15.107476
2621;15.1
VIR-5592-ML1;15.1
1695;15.08
7488;15.08
VIR-2500-ML;15.054
2414;15
385;15
500;15
610;15
7478;15
7954;15
VIR-1143-ML;15
VIR-1148-ML;15
VIR-1234-ML1;15
VIR-1334-ML;15
VIR-2700-ML;15
VIR-2760-ML;15
VIR-2955-ML;15
VIR-3928-ML;15
VIR-4390-ML;15
VIR-4416-ML;15
VIR-4424-ML;15
VIR-4578-ML;15
VIR-4993-ML;15
VIR-4998-ML;15
VIR-509-ML1;15
8002;14.99
VIR-1205-ML;14.963
7647;14.96
VIR-6971-ML;14.96
7609;14.9
VIR-2537-ML;14.9
VIR-3193-ML;14.9
VIR-7274-ML;14.9
7425;14.89
VIR-1014-ML1;14.88454
VIR-5439-ML;14.88
VIR-5464-ML;14.88
7700;14.874
VIR-3048-ML;14.86726
1702;14.84
7423;14.839
VIR-2215-ML1;14.835
1290;14.8275
4317;14.82
VIR-ML-0004;14.810167
VIR-2329-ML;14.8
VIR-5070-ML;14.8
VIR-5427-ML;14.8
VIR-6381-ML;14.79
7699;14.7825
VIR-1167-ML;14.78
VIR-3201-ML;14.75
VIR-3203-ML;14.75
VIR-2937-ML;14.7048
VIR-6949-ML;14.70468
VIR-1004-ML1;14.7
VIR-1189-ML;14.7
VIR-3031-ML;14.7
VIR-856-ML;14.7
1279;14.694167
1269;14.693636
1274;14.693333
1278;14.693333
4241;14.6685
VIR-4241-1;14.6685
VIR-2197-ML1;14.6495
VIR-5377-ML;14.6196
VIR-2738-ML;14.6
VIR-4872-ML;14.592
VIR-5005-ML;14.592
VIR-6907-ML;14.58
4632;14.574
6920;14.559
4234;14.558
VIR-1231-ML2;14.55
VIR-476-ML2;14.55
1930;14.5
VIR-2525-ML;14.5
VIR-2542-ML;14.5
VIR-2729-ML;14.5
VIR-6905-ML;14.5
VIR-2933-ML;14.5
VIR-5358-ML1;14.5
VIR-7269-ML;14.5
VIR-5064-ML;14.499
VIR-3929-ML;14.486
VIR-1322-ML;14.45
VIR-2827-ML;14.45
4295;14.4433
7851;14.4335
1292;14.42
4693;14.415
VIR-2972-ML;14.4
VIR-3541-ML;14.4
VIR-5104-ML;14.4
VIR-599-ML;14.4
VIR-7012-ML;14.4
VIR-739-ML;14.4
3836;14.39
VIR-6762-ML;14.368
3383;14.359
7711;14.355
VIR-2429-ML;14.32165
VIR-1150-ML;14.3
VIR-2533-ML;14.3
VIR-651-ML;14.3
VIR-5563-ML;14.2925
7424;14.29
1271;14.273333
1276;14.273333
7726;14.258
VIR-4412-ML;14.25
VIR-7656-ML2;14.25
VIR-7956-ML;14.25
VIR-4593-ML;14.2392
2702;14.224
VIR-748-ML;14.21896
1275;14.206666
VIR-2650-ML;14.2
VIR-4581-ML;14.187
388;14.179
4204;14.149
6829;14.132
1414;14.1275
1415;14.1275
2695;14.125
7594;14.115714
5153;14.1
7616;14.1
VIR-4403-ML;14.1
1716;14.08
VIR-3060-ML;14.05
7659;14.045115
4631;14.035
1344;14.03
VIR-2956-ML;14.014
2492;14.013536
VIR-2375-ML;14
VIR-2479-ML;14
VIR-2987-ML;14
VIR-2991-ML;14
VIR-3004-ML;14
VIR-4978-ML;14
VIR-5057-ML;14
VIR-5058-ML;14
VIR-5059-ML;14
VIR-5194-ML;14
VIR-5407-ML;14
VIR-7046-ML;14
VIR-7048-ML;14
VIR-1191-ML;14
VIR-1235-ML;14
VIR-189-ML;14
VIR-2323-ML;14
VIR-241-ML1;14
VIR-2454-ML;14
VIR-3586-ML1;14
VIR-3904-ML;14
VIR-509-ML;14
7585;13.99
VIR-5437-ML;13.972
2573;13.9668
VIR-4475-ML;13.95
627;13.93
756;13.925
5341;13.92
5342;13.92
VIR-2967-ML1;13.905
1933;13.9
2258;13.9
2478;13.9
VIR-2543-ML;13.9
4316;13.88015
836;13.88
2070;13.871375
1298;13.86
VIR-6627-KIT5;13.85
753;13.82666
757;13.824
4514;13.82
4269;13.8085
VIR-6831-ML;13.808
VIR-4855-ML;13.8
VIR-556-ML;13.8
VIR-5594-ML;13.7985
2883;13.79
VIR-5017-ML;13.775
VIR-3058-ML;13.75
VIR-2767-ML;13.75
VIR-4564-ML;13.733
VIR-1199-ML;13.72
VIR-1236-ML;13.72
7923;13.7
4265;13.6843
VIR-3181-ML;13.68
1680;13.66
VIR-6990-ML;13.65812
4435;13.65
4436;13.65
VIR-2538-MLP;13.647684
VIR-2387-ML;13.63845
1411;13.629167
VIR-5127-ML1;13.6
VIR-660-ML;13.6
2447;13.6
VIR-2608-ML;13.58719
VIR-976-ML;13.559
VIR-4420-ML;13.551
VIR-3236-ML;13.54333
VIR-5029-ML;13.543
7532;13.52
CORP-116;13.508
VIR-2292-ML;13.5
VIR-3173-ML;13.5
VIR-3204-ML;13.5
VIR-3581-ML;13.5
VIR-3994-ML;13.5
VIR-4432-ML;13.5
VIR-4452-ML;13.5
VIR-4472-ML;13.5
VIR-533-ML;13.5
VIR-989-ML;13.5
VIR-993-ML;13.5
7721;13.4925
VIR-2651-ML1;13.484
VIR-5436-ML;13.475
1693;13.47
VIR-1037-ML;13.44
1620;13.427
VIR-6382-ML;13.42
VIR-2404-ML;13.4
VIR-600-ML;13.4
VIR-7266-ML1;13.4
VIR-988-ML;13.4
VIR-1168-ML;13.376
VIR-2590-ML;13.35
7432;13.3421
7631;13.336
7785;13.333
VIR-3041-ML;13.32
VIR-6528-ML;13.31
VIR-619-ML1;13.28542
VIR-5138-ML;13.275
VIR-2386-ML;13.258
6421;13.249
VIR-1035-ML;13.24
VIR-3587-ML;13.23
VIR-3391-ML;13.228
2875;13.21
3552;13.20201
VIR-3952-ML;13.2
VIR-4408-ML;13.2
VIR-4661-ML;13.2
VIR-542-ML;13.2
VIR-7325-ML;13.2
1412;13.2
VIR-2372-ML;13.2
VIR-2436-ML;13.2
1413;13.197777
4298;13.187
3378;13.18
1346;13.177
VIR-7037-ML;13.145
3831;13.14
3835;13.132
7596;13.124
VIR-2923-ML;13.1087
