idsku;ultimocusto
8103;6.82632
7430;6.808
VIR-5127-ML;6.8
2403;6.8
5334;6.8
VIR-7789-ML;6.79615
VIR-1162-ML;6.795
7415;6.79
4696;6.78666
VIR-4696-ML;6.78666
VIR-2444-ML;6.785
7595;6.7803
VIR-3028-ML;6.7725
3241;6.769737
VIR-3029-ML;6.75
VIR-4563-ML1;6.75
VIR-2651-ML;6.742
5335;6.737
7612;6.721666
VIR-5387-ML1;6.72
VIR-5564-ML;6.71
VIR-7266-ML;6.7
6908;6.697
VIR-2246-ML;6.6966
VIR-5627-ML;6.687
4264;6.66
7778;6.66
VIR-3905-ML;6.66
2637;6.65
VIR-2990-ML;6.65
7352;6.643
VIR-7460-ML;6.630525
7225;6.63
7645;6.628333
VIR-1107-ML;6.624
7723;6.621
VIR-4842-ML;6.62
VIR-3233-ML;6.61845
3391;6.614
7623;6.612
VIR-2787-ML;6.6
VIR-3086-ML;6.6
VIR-4429-ML;6.6
VIR-483-ML;6.6
VIR-5099-ML;6.6
VIR-540-ML;6.6
VIR-6947-ML;6.6
VIR-7008-ML;6.6
VIR-7008-ML2;6.6
VIR-7045-ML;6.6
VIR-938-ML;6.6
VIR-963-ML;6.6
VIR-967-ML1;6.6
2372;6.6
2436;6.6
2721;6.6
4209;6.6
5742;6.6
VIR-430-ML;6.5661
VIR-431-ML;6.5661
VIR-4567-ML;6.56
VIR-3343-ML;6.55
VIR-4566-ML;6.55
VIR-4400-ML;6.532
2711;6.53
7360;6.5298
4210;6.529
4211;6.529
VIR-7651-ML;6.5285
5042;6.5
6701;6.5
7411;6.5
779;6.5
VIR-3308-ML;6.5
VIR-3685-ML;6.5
VIR-4845-ML;6.5
VIR-5173-ML;6.5
VIR-5223-ML1;6.5
VIR-5226-ML;6.5
VIR-5228-ML;6.5
VIR-5244-ML1;6.5
VIR-5245-ML;6.5
VIR-5268-ML1;6.5
VIR-5290-ML1;6.5
VIR-5298-ML1;6.5
VIR-7823-ML;6.5
6241;6.4961
4213;6.49
VIR-3724-ML1;6.49
VIR-3736-ML;6.49
916;6.48
VIR-7508-ML;6.48
VIR-6988-ML;6.477
VIR-1040-ML;6.43
VIR-6680-ML;6.4282
VIR-5132-ML;6.428
7526;6.421206
2289;6.416025
VIR-3049-ML;6.4094
5338;6.407
2496;6.4
VIR-595-ML;6.4
554;6.3923
7387;6.3923
687;6.38
4212;6.37
VIR-576-ML;6.3648
4279;6.36
6901;6.36
7450;6.35
7951;6.346
VIR-433-ML;6.3432
VIR-6839-ML;6.3385
VIR-5062-ML;6.336
7918;6.322
2753;6.32
VIR-7035-ML;6.314
8101;6.3134
1690;6.3
4342;6.3
4343;6.3
4344;6.3
4363;6.3
559;6.3
5739;6.3
VIR-2978-ML1;6.3
VIR-3013-ML1;6.3
VIR-4523-ML;6.3
VIR-964-ML1;6.3
7354;6.2953
VIR-3704-ML1;6.292
2553;6.29
2627;6.29
VIR-269-ML;6.29
VIR-5119-ML;6.275
2731;6.27
4329;6.27
VIR-1233-ML;6.2612
VIR-234-ML;6.25
VIR-2826-ML;6.25
6776;6.24
4254;6.238
VIR-271-ML1;6.23
4229;6.223326
8097;6.1986
VIR-5629-ML;6.1944
VIR-921-ML;6.1938
VIR-5612-ML;6.19125
VIR-2980-ML;6.175
VIR-3014-ML;6.174
4328;6.1734
4688;6.16222
VIR-4688-ML;6.16222
VIR-3011-ML;6.15
VIR-7454-ML;6.13
VIR-3165-ML;6.125
VIR-3006-ML;6.12
VIR-428-ML;6.1196
2698;6.1013
2419;6.1
5735;6.1
6450;6.1
VIR-1226-ML;6.1
VIR-6766-ML;6.08679
6537;6.0837
VIR-5641-ML;6.063
8067;6.0553
4205;6.0544
5352;6.05
7702;6.044
772;6.0435
VIR-913-ML;6.03
7601;6.025446
2750;6.02
VIR-7050-ML;6.018
VIR-6989-ML;6.0055
VIR-1190-ML;6.002
875;6
VIR-2408-ML;6
VIR-3018-ML;6
VIR-3019-ML;6
VIR-3020-ML;6
VIR-3082-ML;6
VIR-3212-ML;6
VIR-3812-ML;6
VIR-4866-ML;6
VIR-4868-ML;6
VIR-4873-ML;6
VIR-4874-ML;6
VIR-4878-ML;6
VIR-4879-ML;6
VIR-4880-ML;6
VIR-4881-ML;6
VIR-4882-ML;6
VIR-4883-ML;6
VIR-4884-ML;6
VIR-4886-ML;6
VIR-4887-ML;6
VIR-4907-ML;6
VIR-4908-ML;6
VIR-4916-ML;6
VIR-4919-ML;6
VIR-4921-ML;6
VIR-4922-ML;6
VIR-4926-ML;6
VIR-4927-ML;6
VIR-4930-ML;6
VIR-4931-ML;6
VIR-4935-ML;6
VIR-4938-ML;6
VIR-4945-ML;6
VIR-4946-ML;6
VIR-4947-ML;6
VIR-4948-ML;6
VIR-4950-ML;6
VIR-4951-ML;6
VIR-4953-ML;6
VIR-4955-ML;6
VIR-4957-ML;6
VIR-4963-ML;6
VIR-4969-ML;6
VIR-4973-ML;6
VIR-4975-ML;6
VIR-4976-ML;6
VIR-4977-ML;6
VIR-4979-ML;6
VIR-4981-ML;6
VIR-4983-ML;6
VIR-4985-ML;6
VIR-4987-ML;6
VIR-4989-ML;6
VIR-4990-ML;6
VIR-4991-ML;6
VIR-4992-ML;6
VIR-4996-ML;6
VIR-5002-ML;6
VIR-5007-ML;6
VIR-5011-ML;6
VIR-5093-ML;6
VIR-5206-ML;6
VIR-5214-ML;6
VIR-5233-ML;6
VIR-5237-ML;6
VIR-5271-ML;6
VIR-5284-ML;6
VIR-6478-ML;6
VIR-6482-ML;6
VIR-7264-ML;6
VIR-1229-ML1;5.9976
2594;5.99
7391;5.99
4200;5.98
6439;5.978
7683;5.975
VIR-4527-ML;5.97
VIR-571-ML;5.96
VIR-2283-ML;5.93538
VIR-2215-ML;5.934
VIR-6504-ML;5.934
7361;5.928
7362;5.928
7358;5.926
4208;5.91
2290;5.9
2370;5.9
2712;5.9
4002;5.9
VIR-971-ML;5.9
1700;5.89
7414;5.89
VIR-3446-ML;5.88
VIR-493-ML;5.8749
3833;5.87
6247;5.87
VIR-2197-ML;5.8598
2415;5.859
VIR-169-ML;5.841
VIR-178-ML;5.841
4697;5.839333
VIR-4697-ML;5.839333
VIR-1182-ML.;5.836
VIR-619-ML;5.83542
3386;5.82
VIR-573-ML1;5.82
VIR-574-ML;5.82
VIR-575-ML;5.82
3387;5.8165
8068;5.8159
VIR-4473-ML;5.814055
VIR-1187-ML;5.807
VIR-2381-ML;5.8
VIR-6452-ML;5.8
VIR-532-ML;5.79044
727;5.79
VIR-436-ML;5.7895
2751;5.78
4691;5.779333
VIR-4691-ML;5.779333
VIR-5144-ML;5.775
1325;5.77
2502;5.768667
3240;5.763158
VIR-2548-ML;5.76057
4462;5.76
VIR-567-ML;5.76
7779;5.74
3832;5.73
VIR-5638-ML;5.7296
754;5.722
6419;5.72
981;5.716768
VIR-947-ML;5.716
7036;5.705517
VIR-2209-ML;5.704
2266;5.7
2634;5.7
VIR-2234-ML;5.7
VIR-6476-ML;5.7
VIR-6542-ML;5.7
VIR-7275-ML;5.7
VIR-3932-ML;5.7
VIR-4557-ML;5.7
VIR-3840-ML;5.696
7712;5.695
VIR-944-ML1;5.6946
7357;5.69
2739;5.68
4596;5.67
6675;5.6664
2316;5.644068
VIR-3641-ML;5.6421
VIR-5052-ML;5.64176
2618;5.64
7660;5.6333
7667;5.632
3341;5.63
4461;5.61
VIR-427-ML;5.6063
VIR-2558-ML;5.604
VIR-1491-ML1;5.6
VIR-421-ML;5.6
VIR-470-ML1;5.6
VIR-7235-ML;5.6
2253;5.6
2656;5.6
2668;5.6
3588;5.6
6438;5.6
6900;5.6
7491;5.6
VIR-2214-ML;5.598
VIR-1201-ML;5.586
VIR-6491-ML;5.57
VIR-2918-ML;5.549
6459;5.5484
6446;5.548
VIR-6499-ML;5.544
VIR-2273-ML;5.54
7260;5.530746
3844;5.53
VIR-5532-ML;5.52
3643;5.513
2654;5.5
2726;5.5
5550;5.5
7967;5.5
VIR-2979-ML1;5.5
VIR-5096-ML;5.5
VIR-424-ML2;5.49
4003;5.488
7295;5.48779
VIR-996-ML;5.483
VIR-1263-ML;5.47515
VIR-5566-ML;5.45
1699;5.4458
VIR-490-ML;5.4447
VIR-970-ML;5.4395
7634;5.43
3365;5.4223
2526;5.42
7353;5.41
7355;5.41
7356;5.41
7359;5.41
VIR-2299-ML;5.41
VIR-7799-ML;5.40925
VIR-3575-ML;5.4042
4367;5.4
7449;5.4
8091;5.4
VIR-7561-ML2;5.4
VIR-4864-ML;5.4
1688;5.39
3289;5.39
3897;5.39
5691;5.39
6389;5.39
6406;5.39
6409;5.39
4830;5.388286
VIR-2469-ML;5.376
VIR-930-ML1;5.3714
3966;5.35
VIR-4783-ML;5.341
3846;5.34
2384;5.33
3902;5.33
5647;5.33
4617;5.3192
717;5.312
873;5.31
VIR-2211-ML;5.3
VIR-4506-ML;5.3
VIR-914-ML;5.3
2724;5.3
5666;5.28
6437;5.28
VIR-3008-ML;5.28
VIR-4871-ML;5.28
VIR-4877-ML1;5.28
VIR-4929-ML;5.28
VIR-4949-ML;5.28
VIR-4952-ML;5.28
VIR-4968-ML;5.28
VIR-4971-ML;5.28
VIR-4980-ML1;5.28
VIR-5001-ML1;5.28
VIR-3568-ML;5.27506
VIR-7322-ML1;5.27442
VIR-4876-ML;5.26275
6407;5.25
6411;5.25
6428;5.25
7841;5.25
VIR-5016-ML;5.25
VIR-3637-ML;5.24265
3361;5.2354
VIR-5082-ML;5.23224
4835;5.23
VIR-5098-ML;5.22571
1184;5.22
VIR-6564-ML;5.2095
2706;5.2
VIR-412-ML;5.2
VIR-4613-ML;5.194
4010;5.19
7528;5.19
VIR-3447-ML;5.182
551;5.18
VIR-1211-ML;5.18
6414;5.17
6435;5.17
6436;5.17
VIR-4865-ML;5.16
2633;5.15
3403;5.15
3406;5.15
VIR-5154-ML;5.148
VIR-5167-ML;5.148
6726;5.14447
4478;5.13
5351;5.12
2086;5.100332
VIR-941-ML1;5.1
1843;5.1
2322;5.1
2346;5.1
2687;5.1
2733;5.1
3956;5.1
6984;5.1
CORP-111;5.1
VIR-2439-ML;5.1
VIR-4736-ML;5.1
VIR-535-ML;5.1
VIR-999-ML;5.1
VIR-6717-ML;5.098
VIR-621-ML;5.09525
5555;5.088
VIR-2964-ML;5.07
VIR-5240-ML;5.07
VIR-6753-ML;5.0619
VIR-7588-ML;5.04
VIR-6973-ML;5.03865
VIR-2263-ML;5.025
VIR-453-ML1;5.02
6852;5.0196
678;5.009
7608;5.005
7817;5
VIR-2320-ML;5
VIR-2535-ML;5
VIR-2581-ML;5
VIR-2773-ML;5
VIR-2914-ML;5
VIR-3099-ML;5
VIR-3645-ML;5
VIR-3653-ML1;5
VIR-496-ML;5
VIR-5078-ML;5
VIR-5376-ML;5
VIR-5487-ML;5
VIR-5508-ML;5
VIR-6505-ML;5
VIR-6563-ML;5
VIR-933-ML;5
VIR-952-ML;5
878;4.998
VIR-2771-MLP;4.99605
2227;4.99
5023;4.987
VIR-1039-ML;4.96184
2930;4.959
VIR-890-ML;4.958
4356;4.95
VIR-105-ML;4.95
VIR-2761-ML;4.95
VIR-3342-ML;4.95
VIR-960-ML;4.95
VIR-2938-ML;4.94858
657;4.94
VIR-2966-ML;4.94
7737;4.9245
2249;4.9
2291;4.9
2343;4.9
2385;4.9
2400;4.9
2405;4.9
2423;4.9
2476;4.9
2670;4.9
2732;4.9
3159;4.9
3359;4.9
5734;4.9
7843;4.9
7940;4.9
7941;4.9
VIR-1004-ML;4.9
VIR-1175-ML;4.9
VIR-2939-ML;4.9
VIR-3841-ML;4.9
VIR-5077-ML;4.9
VIR-5360-ML;4.9
VIR-5386-ML2;4.9
VIR-936-ML;4.9
7829;4.89
VIR-1195-ML;4.88904
VIR-7293-ML;4.88455
VIR-2236-ML;4.8655
6907;4.86
7935;4.86
6410;4.853783
VIR-3988-ML;4.85095
VIR-998-ML;4.84
5347;4.83
7637;4.829
2260;4.82
3154;4.801666
VIR-1215-ML;4.8
VIR-2920-ML;4.8
VIR-3045-ML;4.8
VIR-4558-ML1;4.8
VIR-591-ML;4.8
VIR-7140-ML;4.8
VIR-4011-ML;4.7988
VIR-4905-ML;4.7916
1324;4.79
6899;4.79
7567;4.7719
VIR-445-ML;4.7652
VIR-5130-ML;4.765
2605;4.76
VIR-860-ML;4.7433
VIR-973-ML;4.742
5024;4.74
VIR-977-ML1;4.74
4837;4.73
4581;4.729
1210;4.72
7522;4.7098
5553;4.7
VIR-425-ML;4.7
VIR-2262-ML;4.7
VIR-514-ML1;4.69909
VIR-3231-ML;4.69907
4230;4.69
VIR-2989-ML;4.68
VIR-2993-ML;4.6788
628;4.6745
VIR-892-ML;4.64763
2626;4.6463
2710;4.6044
VIR-5067-ML;4.6
VIR-7268-ML;4.6
2308;4.6
2493;4.6
2522;4.6
VIR-2772-ML;4.6
VIR-3842-MLP;4.6
3849;4.58
VIR-455-ML;4.58
7487;4.562
VIR-1000-ML;4.56
582;4.56
917;4.56
VIR-6566-ML;4.556
7644;4.5493
VIR-466-ML1;4.52
408;4.50996
6496;4.508
2245;4.5
2282;4.5
2657;4.5
4341;4.5
557;4.5
932;4.5
VIR-1610-ML;4.5
VIR-1616-ML;4.5
VIR-2353-ML;4.5
VIR-3583-ML;4.5
VIR-423-ML;4.5
VIR-514-ML;4.5
VIR-6497-ML1;4.5
VIR-6539-ML;4.5
VIR-852-ML;4.5
VIR-889-ML;4.5
VIR-972-ML;4.5
1649;4.48
VIR-1171-ML;4.4775
VIR-6683-ML;4.4752
VIR-2213-ML;4.475
VIR-5120-ML;4.4691
6458;4.462
VIR-2841-ML;4.4561
VIR-3993-ML;4.45
VIR-5569-ML;4.45
VIR-2934-MLP;4.445676
3041;4.44
CORP-108;4.44
688;4.411
683;4.41
7754;4.403
3239;4.401316
3349;4.4
2264;4.39
4843;4.38
VIR-992-ML;4.377
VIR-451-ML1;4.37
VIR-5006-ML1;4.3575
VIR-5010-ML;4.356
4350;4.35
4351;4.35
VIR-862-ML;4.35
8066;4.3334
VIR-7172-MLP;4.33
7489;4.3279
VIR-2217-ML;4.32
VIR-950-ML;4.32
VIR-2839-ML;4.3164
7750;4.301
1866;4.3
2470;4.3
2532;4.3
VIR-2219-ML;4.3
VIR-2226-ML;4.3
VIR-2226-ML1;4.3
VIR-3399-ML;4.3
VIR-3842-ML;4.3
VIR-3946-ML;4.3
VIR-422-ML;4.3
3352;4.29933
VIR-3232-ML;4.29861
896;4.29
1117;4.289333
4827;4.286
6898;4.28446
VIR-2274-ML;4.28
VIR-7463-ML;4.275
VIR-3411-ML;4.274
1260;4.26775
VIR-457-ML;4.26
7993;4.25
VIR-6682-ML;4.2396
VIR-6736-ML;4.2396
VIR-3230-ML;4.23939
4690;4.233666
VIR-4690-ML;4.233666
VIR-5220-ML;4.224
VIR-5230-ML;4.224
VIR-5276-ML;4.224
2361;4.2226
VIR-935-ML;4.2153
VIR-414-ML;4.214
VIR-2210-ML;4.21
VIR-3084-ML;4.209
VIR-434-ML;4.2084
7752;4.20495
3033;4.2
3034;4.2
5025;4.2
5533;4.2
VIR-241-ML;4.2
VIR-2940-ML;4.2
VIR-2961-ML;4.2
VIR-2995-ML;4.2
VIR-3179-ML;4.2
VIR-3448-ML1;4.2
VIR-3705-ML1;4.2
VIR-4802-ML;4.2
VIR-570-ML;4.2
VIR-586-ML1;4.2
VIR-7507-ML;4.2
7407;4.19
7408;4.19
3394;4.186
2596;4.18
VIR-5636-ML;4.1736
VIR-5633-ML;4.172
VIR-3036-ML;4.16
VIR-7505-ML;4.1552
VIR-3949-ML;4.15
VIR-4721-ML;4.15
2332;4.149564
776;4.145586
VIR-5149-ML;4.1394
1339;4.13
VIR-5630-ML;4.13
VIR-5266-ML;4.128
VIR-6612-ML;4.125
5650;4.1227
6246;4.1156
4591;4.11169
7827;4.111333
4592;4.1099
6448;4.108
2248;4.1
2256;4.1
2382;4.1
2390;4.1
2527;4.1
2728;4.1
7031;4.1
7032;4.1
7273;4.1
920;4.1
VIR-2268-ML;4.1
VIR-2944-ML;4.1
VIR-3069-ML;4.1
VIR-3071-ML;4.1
VIR-3097-ML;4.1
VIR-2430-ML;4.09857
7724;4.094
VIR-5197-ML;4.092
VIR-5212-ML;4.092
7845;4.09
VIR-282-ML;4.09
8004;4.08
VIR-6735-ML;4.07916
VIR-7138-ML;4.05
4346;4.05
4352;4.05
VIR-2331-ML1;4.04
6725;4.03517
VIR-444-MLP;4.0348
VIR-2746-ML;4.02956
7599;4.029
VIR-2437-ML;4.02239
3382;4.0028
VIR-120-ML;4
VIR-153-ML;4
VIR-1609-ML;4
VIR-164-ML;4
VIR-168-ML1;4
VIR-176-ML;4
VIR-186-ML;4
VIR-186-ML1;4
VIR-190-ML;4
VIR-2221-ML;4
VIR-2225-ML;4
VIR-228-ML;4
VIR-244-ML;4
VIR-3644-ML1;4
VIR-3646-ML;4
VIR-3647-ML;4
VIR-3648-ML;4
VIR-3649-ML;4
VIR-3650-ML;4
VIR-3654-ML;4
VIR-3655-ML;4
VIR-3656-ML;4
VIR-3657-ML1;4
VIR-3659-ML;4
VIR-3660-ML;4
VIR-3662-ML;4
VIR-3663-ML;4
VIR-3664-ML;4
VIR-3665-ML;4
VIR-3666-ML;4
VIR-3667-ML;4
VIR-3668-ML;4
VIR-3669-ML;4
VIR-3670-ML;4
VIR-3672-ML;4
VIR-3673-ML;4
VIR-3674-ML;4
VIR-3675-ML;4
VIR-3676-ML;4
VIR-3677-ML;4
VIR-3678-ML;4
VIR-3679-ML;4
VIR-3680-ML;4
VIR-3681-ML;4
VIR-3682-ML;4
VIR-3683-ML;4
VIR-3684-ML;4
VIR-3687-ML;4
VIR-3688-ML;4
VIR-3690-ML;4
VIR-3691-ML1;4
VIR-3692-ML;4
VIR-3693-ML;4
VIR-3694-ML;4
VIR-3695-ML;4
VIR-3697-ML;4
VIR-3698-ML;4
VIR-3699-ML;4
VIR-3700-ML;4
VIR-3701-ML;4
VIR-3707-ML;4
VIR-3708-ML;4
VIR-3711-ML;4
VIR-3712-ML;4
VIR-3714-ML;4
VIR-3715-ML;4
VIR-3716-ML;4
VIR-3717-ML1;4
VIR-3719-ML1;4
VIR-3721-ML;4
VIR-3722-ML;4
VIR-3723-ML;4
VIR-3725-ML;4
VIR-3726-ML;4
VIR-3728-ML;4
VIR-3731-ML;4
VIR-3734-ML;4
VIR-3737-ML;4
VIR-3738-ML;4
VIR-3739-ML;4
VIR-3740-ML1;4
VIR-3741-ML;4
VIR-3742-ML;4
VIR-3743-ML;4
VIR-3745-ML;4
VIR-3746-ML;4
VIR-3747-ML;4
VIR-3748-ML;4
VIR-3750-ML;4
VIR-3751-ML;4
VIR-3752-ML;4
VIR-3753-ML;4
VIR-3755-ML;4
VIR-3756-ML;4
VIR-3757-ML1;4
VIR-3758-ML;4
VIR-3759-ML;4
VIR-3760-ML;4
VIR-3761-ML;4
VIR-3762-ML;4
VIR-3763-ML;4
VIR-3764-ML;4
VIR-3765-ML;4
VIR-3767-ML;4
VIR-3768-ML;4
VIR-3769-ML;4
VIR-3770-ML;4
VIR-3771-ML;4
VIR-3772-ML;4
VIR-3773-ML;4
VIR-3774-ML;4
VIR-3775-ML;4
VIR-3776-ML;4
VIR-3777-ML;4
VIR-3780-ML;4
VIR-3781-ML;4
VIR-3784-ML;4
VIR-3785-ML;4
VIR-3788-ML;4
VIR-5089-ML;4
VIR-5359-ML1;4
VIR-5361-ML;4
VIR-5362-ML;4
VIR-5363-ML1;4
VIR-5365-ML;4
VIR-5368-ML;4
VIR-5370-ML;4
VIR-5371-ML;4
VIR-5372-ML;4
VIR-5373-ML;4
VIR-5374-ML;4
VIR-5383-ML1;4
VIR-5385-ML;4
VIR-5388-ML;4
VIR-5389-ML;4
VIR-5390-ML;4
VIR-5392-ML;4
VIR-5393-ML;4
VIR-5396-ML;4
VIR-6154-ML;4
VIR-6157-ML;4
VIR-6159-ML;4
VIR-6281-ML;4
VIR-6283-ML;4
VIR-6284-ML;4
VIR-6286-ML;4
VIR-6287-ML;4
VIR-6288-ML;4
VIR-6291-ML;4
VIR-6296-ML;4
VIR-6306-ML;4
VIR-85-ML1;4
VIR-853-ML1;4
VIR-854-ML1;4
4597;3.999
7738;3.9935
7405;3.99
VIR-2986-ML;3.99
VIR-4391-ML;3.99
3348;3.982
VIR-460-ML;3.98
VIR-2250-ML;3.98
VIR-2278-ML;3.98
VIR-2386-ML1;3.9774
VIR-435-ML;3.9521
7654;3.93723
623;3.9355
7386;3.932
VIR-118-ML;3.908
VIR-211-ML1;3.908
VIR-230-ML;3.908
VIR-84-ML1;3.908
VIR-487-ML;3.905
VIR-1198-ML;3.903
6535;3.9008
VIR-1166-ML;3.9
VIR-2931-ML;3.9
VIR-5095-ML;3.9
VIR-5290-ML;3.9
VIR-6551-ML;3.9
2655;3.9
2675;3.9
3585;3.9
4004;3.9
4005;3.9
4360;3.9
5047;3.9
7504;3.9
VIR-199-ML1;3.894
VIR-243-ML;3.894
VIR-95-ML1;3.894
5348;3.89
7490;3.89
597;3.889
2628;3.888
VIR-447-ML;3.88774
2646;3.88
VIR-2571-ML;3.88
4217;3.871
VIR-969-ML;3.8624
VIR-615-ML;3.86
4553;3.857
VIR-450-ML;3.85
VIR-5141-ML;3.845
VIR-4624-ML;3.842384
VIR-6179-ML;3.84
4348;3.84
4349;3.84
VIR-2949-ML;3.84
3412;3.83
VIR-196-ML;3.8272
VIR-2222-ML;3.825
2597;3.822
3825;3.822
VIR-5143-ML;3.8196
1244;3.819165
2694;3.8091
3330;3.8055
VIR-2652-ML;3.8
VIR-3160-ML;3.8
VIR-945-ML;3.8
VIR-956-ML;3.79
1246;3.78756
7873;3.783
VIR-6329-ML;3.78
VIR-6334-ML;3.78
VIR-2929-ML;3.774
VIR-5639-ML;3.7702
VIR-6742-ML;3.7684
1686;3.766
8090;3.762
2498;3.7612
VIR-2204-ML;3.76
VIR-7285-ML;3.75018
2649;3.75
4358;3.75
4359;3.75
4361;3.75
4362;3.75
VIR-2760-MLP;3.75
VIR-1013-ML1;3.74817
7406;3.729
2362;3.7
2587;3.7
2727;3.7
2763;3.7
4357;3.7
VIR-2919-ML;3.7
VIR-6752-ML;3.7
VIR-127-ML1;3.696
VIR-146-ML;3.696
VIR-160-ML1;3.696
VIR-162-ML;3.696
VIR-174-ML;3.696
VIR-225-ML1;3.696
VIR-233-ML;3.696
VIR-237-ML;3.696
VIR-7824-ML;3.696
VIR-86-ML;3.696
VIR-91-ML1;3.696
VIR-93-ML1;3.696
7936;3.69
7937;3.69
7939;3.69
7949;3.69
VIR-7936-ML;3.69
VIR-5618-ML;3.688
7442;3.6715
VIR-654-ML;3.6645
5041;3.66
7227;3.6508
VIR-4967-ML;3.648
5350;3.64
2607;3.634035
VIR-2365-ML;3.61137
8065;3.6065
3555;3.60276
4442;3.6
4451;3.6
6906;3.6
VIR-2452-ML;3.6
VIR-3015-ML;3.6
VIR-4529-ML;3.6
VIR-4532-ML;3.6
VIR-598-ML1;3.6
VIR-6481-ML;3.6
VIR-1048-ML;3.596
7538;3.592
7476;3.59
7646;3.580625
8064;3.58005
4255;3.58
VIR-6540-ML;3.58
7714;3.551946
VIR-6538-ML;3.548
4647;3.54
3244;3.528
718;3.525514
VIR-7821-ML;3.52
2873;3.51
534;3.509444
VIR-1146-ML;3.5
VIR-2216-ML;3.5
VIR-2352-ML;3.5
VIR-4961-ML;3.5
VIR-5401-ML;3.5
VIR-5409-ML;3.5
2355;3.5
2402;3.5
2701;3.5
3968;3.5
4657;3.5
4724;3.5
5535;3.5
7284;3.5
7458;3.5
VIR-1054-ML;3.5
4256;3.498
VIR-7818-ML;3.498
VIR-7819-ML;3.498
VIR-7820-ML;3.498
2692;3.496667
VIR-5260-ML;3.4922
VIR-986-ML;3.49
2319;3.485
7261;3.4823
VIR-6561-ML;3.4728
VIR-6562-ML;3.472
7495;3.47
3395;3.4516
2557;3.45
4477;3.45
4576;3.45
6853;3.45
VIR-978-ML;3.45
1685;3.44
VIR-6323-ML;3.44
VIR-471-ML;3.434
2417;3.43
VIR-3443-ML;3.43
VIR-3443-ML1;3.43
VIR-2235-ML;3.42259
6957;3.42
VIR-6484-ML;3.42
VIR-7787-ML;3.405
VIR-473-ML1;3.4
VIR-6470-ML;3.4
3238;3.394737
VIR-7296-ML;3.380592
7620;3.3757
VIR-4563-ML;3.375
VIR-467-ML1;3.37
VIR-472-ML1;3.37
2545;3.36
3384;3.36
VIR-5387-ML;3.36
7523;3.354066
2246;3.3483
VIR-3312-ML;3.34692
2645;3.3338
VIR-204-ML1;3.333
VIR-6471-ML;3.332
VIR-948-ML;3.332
4915;3.3264
3156;3.3235
4621;3.322
7906;3.3169
6724;3.31575
4842;3.31
VIR-2270-ML;3.3
VIR-489-ML;3.3
VIR-7280-ML;3.3
VIR-955-ML;3.3
VIR-967-ML;3.3
2269;3.3
2281;3.3
2334;3.3
3153;3.3
3155;3.3
3302;3.3
3862;3.3
581;3.3
6774;3.3
6896;3.3
926;3.3
VIR-2202-ML;3.3
VIR-2268-ML1;3.3
VIR-2979-ML;3.3
7756;3.29
1164;3.285
7960;3.274
4568;3.27
4569;3.27
4570;3.27
4572;3.27
4573;3.27
VIR-569-ML;3.26655
6985;3.264
VIR-6741-ML;3.254
VIR-1490-ML;3.25
VIR-1492-ML;3.25
VIR-3713-ML;3.25
VIR-3642-ML;3.245
VIR-3724-ML;3.245
2229;3.244416
4353;3.24
VIR-6604-ML;3.217
VIR-3227-ML;3.21444
1712;3.21
5331;3.21
5332;3.21
VIR-590-ML;3.201
4203;3.2
VIR-3211-ML;3.2
VIR-6756-ML;3.2
3572;3.19102
2592;3.19
6897;3.19
VIR-3720-ML;3.19
VIR-576-ML1;3.1824
VIR-3602-ML2;3.174315
7961;3.172
VIR-433-ML1;3.1716
VIR-5131-ML;3.171
6248;3.17
VIR-5063-ML;3.168
VIR-5065-ML;3.168
2737;3.16
3189;3.15
VIR-3027-ML;3.15
VIR-964-ML;3.15
VIR-3704-ML;3.146
1267;3.143
VIR-6335-ML;3.14
6902;3.135
VIR-7038-ML;3.13
VIR-3706-ML;3.1284
VIR-3749-ML1;3.1284
VIR-2992-ML;3.12
VIR-957-ML;3.116
2345;3.11
5349;3.11
2255;3.1
2357;3.1
2407;3.1
2440;3.1
2441;3.1
2475;3.1
2674;3.1
2684;3.1
3967;3.1
VIR-165-ML1;3.1
VIR-6610-ML;3.1
VIR-7166-ML;3.1
5346;3.09751
3282;3.09
411;3.09
7642;3.08
VIR-227-ML;3.08
VIR-847-ML;3.08
4658;3.072989
VIR-940-ML;3.07272
VIR-940-ML-ML;3.07272
6856;3.07
946;3.068333
7709;3.068
592;3.065333
VIR-1017-ML;3.06
VIR-6336-ML;3.06
7964;3.057246
7962;3.054
VIR-5028-MLP;3.05015
VIR-432-ML;3.04
4262;3.03
6456;3.024
VIR-469-ML;3.02
VIR-4677-ML3;3.015
3079;3.0115
7713;3.0009
4368;3
4370;3
4554;3
5549;3
995;3
VIR-1016-ML;3
VIR-1234-ML;3
VIR-149-ML;3
VIR-270-ML1;3
VIR-2771-ML1;3
VIR-3001-ML1;3
VIR-3207-ML;3
VIR-3296-ML;3
VIR-3896-ML;3
VIR-454-ML1;3
VIR-456-ML;3
VIR-463-ML;3
VIR-475-ML;3
VIR-477-ML;3
VIR-480-ML;3
VIR-484-ML;3
VIR-485-ML;3
VIR-4966-ML;3
VIR-499-ML;3
VIR-5659-ML;3
VIR-587-ML;3
VIR-6062-ML;3
VIR-6121-ML;3
VIR-6318-ML;3
VIR-6354-ML;3
VIR-850-ML1;3
VIR-929-ML;3
VIR-1229-ML;2.9988
519;2.992836
744;2.99
746;2.99
